hidden_layer,activation,epoch,eta,beta,alpha,mu,batch_size,test_score,history_loss,history_score
"(128, 32, 32)",ReLu,10,0.01,0.2,0,0,512,0.1135,"[21.156702885638254, 21.08873617567416, 21.026486291781826, 20.928156883347782, 20.869337095098498, 20.799718857602556, 20.757541385251, 20.698721597001708, 20.643585985554207, 20.579303452391912, 20.532298438024206]","[0.0808, 0.08413333333333334, 0.08678333333333334, 0.09086666666666667, 0.0938, 0.09648333333333334, 0.09861666666666667, 0.10111666666666666, 0.1036, 0.10626666666666666, 0.10825]"
"(128, 32, 32)",ReLu,10,0.01,0.2,0,0.85,512,0.166,"[19.911197045473855, 19.969000509088175, 20.008510129272914, 19.996187193073805, 19.95057962507922, 19.87753129194025, 19.765989663251506, 19.670328106984282, 19.57072829275655, 19.462743800290234, 19.340657803513608]","[0.13548333333333334, 0.13266666666666665, 0.13108333333333333, 0.13155, 0.13361666666666666, 0.13688333333333333, 0.14118333333333333, 0.1458, 0.1503, 0.15473333333333333, 0.16021666666666667]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.001,0.1,0.001,0,512,0.0546,"[21.668551674610715, 21.674781733418925, 21.68507709127779, 21.68139798600796, 21.67733775969284, 21.673785696286753, 21.67137699862715, 21.669984626309105, 21.673292756038766, 21.676219764618935, 21.66885648692579]","[0.06038333333333333, 0.0604, 0.06038333333333333, 0.0604, 0.06043333333333333, 0.06051666666666667, 0.06055, 0.06068333333333333, 0.06068333333333333, 0.0607, 0.060733333333333334]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.001,0.1,0.001,0.85,512,0.1331,"[19.981453252038314, 19.980977347964036, 19.978851569533653, 19.97469316813458, 19.971932240847366, 19.971331030025222, 19.96450485802263, 19.969620526241716, 19.955934216314052, 19.9560953572188, 19.9440606284071]","[0.13365, 0.13381666666666667, 0.13398333333333334, 0.13416666666666666, 0.13443333333333332, 0.13453333333333334, 0.13483333333333333, 0.1349, 0.13506666666666667, 0.13535, 0.13551666666666667]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.001,0.1,0,0,512,0.097,"[20.802894872086863, 20.80251375034876, 20.797178046015112, 20.7959076402214, 20.80009997934067, 20.797178046015116, 20.798448451808838, 20.796796924277004, 20.79844845180884, 20.80670608946803, 20.799210695285073]","[0.09663333333333333, 0.09665, 0.09666666666666666, 0.09665, 0.09668333333333333, 0.09666666666666666, 0.09668333333333333, 0.09668333333333333, 0.09668333333333333, 0.09668333333333333, 0.09665]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.001,0.1,0,0.85,512,0.1098,"[20.556563188684308, 20.546654023493275, 20.538777507572203, 20.54258872495337, 20.528868342381166, 20.536871898881603, 20.530646910492386, 20.535347411929152, 20.52899538296054, 20.534077006135426, 20.517307649658306]","[0.10755, 0.10776666666666666, 0.10796666666666667, 0.10801666666666666, 0.10818333333333334, 0.10826666666666666, 0.10825, 0.10833333333333334, 0.10846666666666667, 0.10853333333333333, 0.10861666666666667]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.001,0.2,0.001,0,512,0.0651,"[21.60185766512249, 21.601358916631874, 21.603273942532528, 21.59604205124597, 21.583093339383776, 21.575226254424695, 21.567740295559876, 21.564192599795522, 21.55988266509763, 21.556589058705214, 21.54884903671712]","[0.06526666666666667, 0.06543333333333333, 0.06578333333333333, 0.0661, 0.06645, 0.06665, 0.06705, 0.06735, 0.06746666666666666, 0.06768333333333333, 0.06795]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.001,0.2,0.001,0.85,512,0.1379,"[20.08092879185835, 20.05901206935388, 20.053867925605573, 20.040593299222554, 20.01855298871754, 20.01239286399864, 19.999245610781422, 20.005916781707896, 19.97892230182157, 19.980257968778957, 19.967111093363318]","[0.13133333333333333, 0.13236666666666666, 0.13266666666666665, 0.13325, 0.13421666666666668, 0.13441666666666666, 0.13506666666666667, 0.13528333333333334, 0.13581666666666667, 0.13626666666666667, 0.13648333333333335]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.001,0.2,0,0,512,0.0905,"[20.987738915073326, 20.97516189771548, 20.98164096726346, 20.98037056146974, 20.986087387541478, 20.98468994116839, 20.991677173033843, 20.985071062906496, 20.999426648375554, 20.99548839041502, 21.001205216486763]","[0.08898333333333333, 0.08888333333333333, 0.08881666666666667, 0.0888, 0.08876666666666666, 0.08846666666666667, 0.08845, 0.08823333333333333, 0.08818333333333334, 0.08828333333333334, 0.08803333333333334]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.001,0.2,0,0.85,512,0.0992,"[20.751189356282403, 20.735055202702146, 20.72895725489228, 20.73835825776582, 20.74191539398823, 20.74318579978195, 20.750427112806175, 20.743185799781955, 20.746742936004388, 20.744710286734428, 20.733784796908427]","[0.09918333333333333, 0.0996, 0.09965, 0.09938333333333334, 0.09908333333333333, 0.0991, 0.09856666666666666, 0.0991, 0.09923333333333334, 0.09903333333333333, 0.09936666666666667]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.01,0.1,0.001,0,512,0.1088,"[20.663857934704023, 20.649171301628993, 20.646426554455566, 20.6419033047072, 20.621118931488073, 20.622185605837537, 20.605339627296893, 20.591923810475837, 20.585368254831312, 20.570174008263734, 20.552439017670185]","[0.10438333333333333, 0.10488333333333333, 0.10515, 0.10556666666666667, 0.10611666666666666, 0.10665, 0.1071, 0.10761666666666667, 0.10826666666666666, 0.10871666666666667, 0.10935]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.01,0.1,0.001,0.85,512,0.1602,"[19.776158870689144, 19.7424327613838, 19.732228081871153, 19.718087989829524, 19.686292104087517, 19.678001616202703, 19.63414264146215, 19.605531430611993, 19.56244052287333, 19.533835179149914, 19.4817302753463]","[0.14306666666666668, 0.14405, 0.1448, 0.14586666666666667, 0.14676666666666666, 0.14765, 0.14915, 0.15041666666666667, 0.1521, 0.1538, 0.15616666666666668]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.01,0.1,0,0,512,0.1147,"[20.459504186043993, 20.458868983147116, 20.453533278813495, 20.446800128106773, 20.42926852815341, 20.431682299161487, 20.419613444121133, 20.43092005568524, 20.417961916589302, 20.410720603565085, 20.412626212255656]","[0.11143333333333333, 0.11153333333333333, 0.11176666666666667, 0.11213333333333333, 0.11225, 0.11243333333333333, 0.1126, 0.1129, 0.11303333333333333, 0.11313333333333334, 0.11326666666666667]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.01,0.1,0,0.85,512,0.1202,"[20.739247541821424, 20.724637875193626, 20.70316801727974, 20.64358598555421, 20.592896794384732, 20.55592798578744, 20.49926788738746, 20.453406238234127, 20.40106551953281, 20.356093154435065, 20.31162895165483]","[0.09898333333333334, 0.09998333333333333, 0.10128333333333334, 0.10338333333333333, 0.10581666666666667, 0.10743333333333334, 0.10976666666666667, 0.1117, 0.11391666666666667, 0.1161, 0.11811666666666666]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.01,0.2,0.001,0,512,0.1459,"[20.637251910065526, 20.409426853743643, 20.146668175250632, 19.92316683377811, 19.80409416512198, 19.739141751250074, 19.735677736803247, 19.761941828005767, 19.778297298063773, 19.804562401353884, 19.85001104938975]","[0.10743333333333334, 0.11718333333333333, 0.12896666666666667, 0.1386, 0.14366666666666666, 0.14658333333333334, 0.14666666666666667, 0.14588333333333334, 0.14488333333333334, 0.14345, 0.14168333333333333]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.01,0.2,0.001,0.85,512,0.1909,"[20.110154514946334, 20.51916974780968, 20.354147618862136, 20.130702856755207, 19.957196731998888, 19.77900013087791, 19.59141129229147, 19.43863962123475, 19.250303806337023, 19.066421154647657, 18.877463226950347]","[0.1305, 0.11278333333333333, 0.11945, 0.12946666666666667, 0.13686666666666666, 0.14505, 0.15263333333333334, 0.15985, 0.1679, 0.17611666666666667, 0.1847]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.01,0.2,0,0,512,0.11,"[20.49113729030765, 20.477925070052944, 20.458487861409004, 20.453660319392856, 20.441083302035032, 20.456074090400943, 20.454422562869098, 20.464585809218867, 20.45696337445654, 20.454549603448474, 20.483514855545327]","[0.11005, 0.1107, 0.11133333333333334, 0.11183333333333334, 0.11195, 0.11158333333333334, 0.11136666666666667, 0.1115, 0.1114, 0.11121666666666667, 0.11038333333333333]"
"(128, 32, 32)",LeakyReLu(0.03),10,0.01,0.2,0,0.85,512,0.216,"[20.677378779667187, 20.35304418053014, 20.107855862341907, 19.81007274429365, 19.56323289857359, 19.29593951957462, 19.025978288408833, 18.765799181854707, 18.516799646285317, 18.279996006335665, 18.045225015655966]","[0.10161666666666666, 0.11601666666666667, 0.1271, 0.1394, 0.15026666666666666, 0.16231666666666666, 0.17361666666666667, 0.18485, 0.19545, 0.20638333333333334, 0.21665]"
